gender,age,characteristics_people,year,smokers,ex_smokers,never_smoked,drinker,ex_drinker,never_drank,heavy_drinker,max_1_glass_per_day,underweight,normal_weight,overweight,sufficient_moderate_intensive-effort,7_days_per_week_sufficient_fruit,7_days_per_week_sufficient_veg
male,45-65,inco 2nd 20%,2016,39.5,31.0,29.4,76.8,15.4,7.8,13.1,36.7,0.3,37.3,62.4,48.5,23.5,13.8
male,45-65,inco 2nd 20%,2018,33.9,27.4,38.6,78.0,11.9,10.1,11.2,35.4,1.0,32.6,66.4,51.6,25.9,13.6
male,45-65,inco 3rd 20%,2014,33.1,33.4,33.5,84.0,10.7,5.3,13.8,28.6,0.7,36.9,62.4,0.0,20.2,28.4
male,45-65,inco 3rd 20%,2016,25.5,38.5,35.9,85.6,9.1,5.2,10.5,28.1,0.3,33.8,65.9,50.7,23.2,16.7
male,45-65,inco 3rd 20%,2018,26.1,36.5,37.3,83.7,11.2,5.2,8.2,34.4,0.2,34.2,65.5,61.2,24.5,16.5
male,45-65,inco 4th 20%,2014,25.0,41.3,33.7,89.1,7.8,3.1,12.1,25.1,0.0,36.1,63.9,0.0,20.7,26.7
male,45-65,inco 4th 20%,2016,27.1,31.3,41.6,88.4,7.3,4.3,10.6,25.8,0.1,33.4,66.5,55.7,22.9,15.7
male,45-65,inco 4th 20%,2018,19.5,40.5,40.0,89.1,7.1,3.8,10.9,26.8,0.1,34.7,65.2,58.2,22.0,15.2
male,45-65,inco 5th 20%,2014,21.8,36.8,41.4,93.7,4.0,2.3,10.1,18.9,0.1,38.5,61.4,0.0,23.8,28.9
male,45-65,inco 5th 20%,2016,18.1,39.9,41.9,93.2,5.2,1.6,8.8,18.8,0.2,38.5,61.3,58.5,22.3,21.9
male,45-65,inco 5th 20%,2018,18.6,38.1,43.3,93.3,4.8,1.9,9.4,20.3,0.3,39.2,60.5,61.6,22.9,19.6
male,>65,inco 1st 20%,2014,20.4,63.4,16.1,78.7,13.5,7.9,0.0,44.4,0.0,0.0,0.0,0.0,35.0,36.3
male,>65,inco 1st 20%,2016,28.3,56.3,15.4,58.0,27.1,14.8,0.0,57.5,0.0,41.6,58.4,31.2,34.9,13.4
male,>65,inco 1st 20%,2018,20.8,51.8,27.4,75.5,17.5,7.0,9.0,50.4,1.6,36.5,62.0,36.2,32.9,21.4
male,>65,inco 2nd 20%,2014,20.8,63.8,15.3,75.8,19.3,4.9,8.5,45.3,0.3,31.4,68.3,0.0,35.9,37.9
male,>65,inco 2nd 20%,2016,18.3,64.6,17.1,73.5,19.5,7.0,10.1,46.7,0.3,33.2,66.5,42.8,37.8,15.0
male,>65,inco 2nd 20%,2018,16.3,66.5,17.2,75.5,19.1,5.4,9.0,42.3,0.9,31.8,67.3,49.5,33.8,12.8
male,>65,inco 3rd 20%,2014,12.3,67.9,19.9,85.6,10.2,4.3,7.5,36.1,0.0,32.4,67.6,0.0,38.2,36.5
male,>65,inco 3rd 20%,2016,13.6,64.8,21.6,87.1,10.3,2.6,4.4,38.5,0.2,36.5,63.3,53.0,36.4,12.0
male,>65,inco 3rd 20%,2018,12.0,68.6,19.4,83.7,12.8,3.5,6.7,40.3,0.0,35.6,64.4,52.8,34.9,13.8
male,>65,inco 4th 20%,2014,11.0,65.5,23.4,91.2,6.3,2.5,4.5,30.9,0.0,38.9,61.1,0.0,40.4,43.6
male,>65,inco 4th 20%,2016,11.9,65.0,23.1,91.0,7.0,2.0,5.8,34.0,0.0,37.9,62.1,59.5,34.0,14.5
male,>65,inco 4th 20%,2018,9.7,63.7,26.5,91.1,6.6,2.3,7.5,33.2,0.4,39.6,60.0,58.0,30.7,17.6
male,>65,inco 5th 20%,2014,17.8,53.3,28.9,90.8,6.1,3.1,7.5,26.1,0.5,43.9,55.5,0.0,35.8,44.9
male,>65,inco 5th 20%,2016,10.5,60.5,29.0,90.5,8.3,1.2,6.9,29.8,0.0,44.0,56.0,54.1,35.7,19.2
male,>65,inco 5th 20%,2018,10.6,66.1,23.3,92.8,5.6,1.7,6.6,27.7,0.3,41.2,58.5,57.0,31.7,17.4
female,<25,inco 1st 20%,2014,28.7,5.5,65.8,64.2,6.5,29.3,22.9,44.9,6.1,76.6,17.3,0.0,25.5,29.0
female,<25,inco 1st 20%,2016,19.8,7.3,72.8,68.0,3.3,28.7,18.8,44.8,5.1,70.3,24.6,55.3,22.8,25.9
female,<25,inco 1st 20%,2018,21.2,7.4,71.4,60.3,4.9,34.8,21.4,50.7,6.0,77.1,16.9,50.6,25.1,27.6
female,<25,inco 2nd 20%,2014,17.5,8.6,73.9,50.7,12.0,37.3,16.4,61.5,3.8,76.3,19.9,0.0,18.1,23.1
female,<25,inco 2nd 20%,2016,16.3,6.3,77.5,50.0,8.6,41.4,21.0,59.9,5.8,77.6,16.6,46.2,28.0,21.7
female,<25,inco 2nd 20%,2018,17.1,4.9,78.0,51.5,9.4,39.1,0.0,61.8,4.7,72.7,22.6,51.7,23.9,22.3
female,<25,inco 3rd 20%,2014,16.8,6.9,76.3,60.6,10.6,28.8,17.8,51.9,5.6,77.5,16.9,0.0,20.9,19.8
female,<25,inco 3rd 20%,2016,15.5,6.0,78.6,59.0,7.3,33.7,14.4,53.7,6.0,78.1,15.9,49.4,29.0,24.9
female,<25,inco 3rd 20%,2018,13.5,3.4,83.1,54.7,10.0,35.2,14.1,59.6,4.5,79.7,15.8,50.4,25.7,20.2
female,<25,inco 4th 20%,2014,19.4,3.9,76.8,63.8,8.9,27.3,20.7,49.8,6.0,84.5,9.5,0.0,23.2,21.9
female,<25,inco 4th 20%,2016,14.9,6.8,78.2,60.4,9.5,30.2,16.5,52.2,5.1,79.0,15.9,52.4,24.9,21.5
female,<25,inco 4th 20%,2018,19.1,7.7,73.2,69.1,5.1,25.8,14.6,46.9,6.4,78.4,15.2,51.9,23.4,22.8
female,<25,inco 5th 20%,2014,14.8,5.3,80.0,68.2,7.1,24.6,15.8,47.1,5.4,83.9,10.8,0.0,25.4,27.9
female,<25,inco 5th 20%,2016,12.8,5.2,81.9,68.7,6.4,24.9,13.2,43.5,6.9,81.7,11.4,47.9,29.0,23.6
female,<25,inco 5th 20%,2018,12.4,7.7,79.9,66.6,6.9,26.5,20.9,45.5,5.4,81.0,13.6,50.9,29.5,25.7
female,25-45,inco 1st 20%,2014,33.8,14.3,51.9,68.1,12.7,19.3,10.6,51.2,3.2,53.4,43.4,0.0,24.9,25.9
female,25-45,inco 1st 20%,2016,26.8,18.7,54.5,62.5,16.0,21.4,10.9,57.0,2.8,47.6,49.6,51.6,26.5,15.6
female,25-45,inco 1st 20%,2018,31.4,16.2,52.4,56.6,21.4,22.0,11.5,65.3,2.9,50.0,47.1,48.2,28.3,24.2
female,25-45,inco 2nd 20%,2014,30.2,22.9,46.9,67.3,18.0,14.6,8.7,53.5,4.4,51.3,44.3,0.0,26.6,22.3
female,25-45,inco 2nd 20%,2016,29.1,17.4,53.5,66.7,16.7,16.5,8.1,56.0,2.7,54.6,42.7,56.8,28.3,14.4
female,25-45,inco 2nd 20%,2018,25.5,22.7,51.8,71.3,13.7,15.0,9.8,49.8,1.7,47.8,50.5,53.7,27.6,17.8
female,25-45,inco 3rd 20%,2014,26.4,26.3,47.3,77.6,13.6,8.8,10.3,44.5,1.5,53.9,44.5,0.0,22.4,21.4
female,25-45,inco 3rd 20%,2016,20.9,25.1,54.1,74.9,15.4,9.7,8.2,47.5,1.4,57.0,41.6,55.0,30.5,12.9
female,25-45,inco 3rd 20%,2018,24.0,24.0,52.0,77.6,12.7,9.7,7.2,49.2,2.1,55.9,42.1,56.8,30.5,14.5
female,25-45,inco 4th 20%,2014,17.9,25.9,56.3,81.6,12.5,6.0,5.6,44.1,2.4,61.9,35.6,0.0,26.6,23.5
female,25-45,inco 4th 20%,2016,17.5,27.8,54.7,84.0,10.8,5.2,9.5,42.5,2.4,61.7,35.9,53.3,29.2,18.9
female,25-45,inco 4th 20%,2018,15.9,27.8,56.3,83.3,9.5,7.3,7.0,41.8,2.4,57.7,39.8,50.9,26.0,16.2
female,25-45,inco 5th 20%,2014,17.8,25.4,56.8,84.7,11.0,4.3,9.3,34.2,3.6,66.7,29.8,0.0,28.9,29.9
female,25-45,inco 5th 20%,2016,15.8,24.8,59.4,86.8,9.1,4.1,7.4,38.1,1.4,70.3,28.3,56.4,30.5,20.5
female,25-45,inco 5th 20%,2018,13.1,24.2,62.7,87.7,8.0,4.3,11.2,34.3,2.2,68.5,29.3,60.5,28.6,23.2
female,45-65,inco 1st 20%,2014,33.2,30.4,36.4,63.6,22.6,13.8,13.2,55.9,1.9,39.4,58.7,0.0,28.0,25.7
female,45-65,inco 1st 20%,2016,36.1,27.4,36.5,59.6,19.4,21.0,16.1,61.3,2.6,40.0,57.4,40.4,32.2,21.1
female,45-65,inco 1st 20%,2018,32.8,28.6,38.6,58.0,20.7,21.2,15.2,60.6,1.7,40.3,57.9,43.6,26.9,20.6
female,45-65,inco 2nd 20%,2014,32.7,35.0,32.3,66.3,18.3,15.4,8.6,55.5,2.2,37.5,60.3,0.0,28.9,29.4
female,45-65,inco 2nd 20%,2016,29.0,36.4,34.6,64.9,18.6,16.5,10.8,59.6,2.1,39.5,58.4,49.8,30.6,18.3
female,45-65,inco 2nd 20%,2018,26.4,35.4,38.2,63.8,15.4,20.9,9.9,63.3,2.1,41.4,56.5,48.8,29.9,18.6
female,45-65,inco 3rd 20%,2014,28.1,36.0,35.9,78.6,14.5,6.9,5.8,44.6,1.0,44.7,54.3,0.0,30.4,27.6
female,45-65,inco 3rd 20%,2016,23.4,36.6,40.0,71.2,15.0,13.8,7.3,54.9,1.4,45.6,53.0,53.1,28.5,17.7
female,45-65,inco 3rd 20%,2018,23.8,37.2,39.1,76.3,15.3,8.4,10.8,48.9,0.9,44.2,54.9,51.3,32.4,19.7
female,45-65,inco 4th 20%,2014,18.5,39.5,42.0,76.7,13.1,10.2,10.3,47.6,2.0,48.0,50.0,0.0,36.3,29.5
female,45-65,inco 4th 20%,2016,19.0,39.1,41.9,80.4,10.4,9.2,9.7,44.3,1.5,45.5,53.0,54.8,36.7,16.3
female,45-65,inco 4th 20%,2018,15.4,37.1,47.5,78.9,12.4,8.8,7.2,47.6,0.8,44.8,54.4,58.0,32.4,24.5
female,45-65,inco 5th 20%,2014,18.5,38.5,43.1,84.7,8.6,6.7,8.1,38.5,0.2,54.5,45.3,0.0,38.0,37.2
female,45-65,inco 5th 20%,2016,13.6,43.5,42.9,84.6,8.2,7.3,8.5,40.0,1.5,54.9,43.6,59.9,38.1,26.0
female,45-65,inco 5th 20%,2018,12.4,38.1,49.5,84.3,11.1,4.7,8.0,42.6,1.5,55.1,43.4,60.4,38.2,25.2
female,>65,inco 1st 20%,2014,15.4,39.2,45.4,66.0,18.6,15.4,0.0,64.9,0.0,41.7,58.3,0.0,40.9,39.3
female,>65,inco 1st 20%,2016,19.1,30.6,50.2,52.7,25.3,21.9,3.4,73.4,2.2,35.0,62.8,21.6,45.7,12.5
female,>65,inco 1st 20%,2018,12.7,38.8,48.6,47.6,27.6,24.9,5.2,81.0,2.7,40.8,56.5,23.9,40.7,14.5
female,>65,inco 2nd 20%,2014,14.1,35.3,50.7,58.6,23.0,18.4,6.5,74.2,1.7,36.0,62.3,0.0,44.5,34.8
female,>65,inco 2nd 20%,2016,13.4,41.6,44.9,60.2,20.3,19.6,5.0,70.6,1.3,36.8,61.9,27.1,44.7,11.0
female,>65,inco 2nd 20%,2018,13.1,44.1,42.8,61.3,20.7,18.0,5.8,70.9,1.4,38.0,60.7,28.7,43.5,12.2
female,>65,inco 3rd 20%,2014,10.1,41.4,48.5,69.4,16.2,14.5,6.6,68.2,0.9,41.8,57.3,0.0,48.4,41.4
female,>65,inco 3rd 20%,2016,9.5,41.5,48.9,70.2,16.1,13.7,3.9,70.0,1.1,40.9,58.1,38.9,47.0,13.6
female,>65,inco 3rd 20%,2018,10.6,42.0,47.4,70.2,16.9,12.9,7.6,64.3,0.6,40.8,58.5,39.5,45.5,17.9
female,>65,inco 4th 20%,2014,13.2,45.0,41.7,74.8,13.3,11.9,7.4,55.2,2.0,47.5,50.4,0.0,51.2,41.0
female,>65,inco 4th 20%,2016,6.3,46.7,47.0,76.9,14.6,8.5,7.9,56.9,0.6,44.0,55.3,51.0,53.9,16.5
female,>65,inco 4th 20%,2018,7.6,51.4,41.0,79.2,13.2,7.6,8.3,57.5,0.8,50.3,48.8,48.9,54.1,18.7
female,>65,inco 5th 20%,2014,8.8,42.8,48.4,85.3,8.3,6.4,8.9,48.7,1.2,54.8,43.9,0.0,51.7,41.9
female,>65,inco 5th 20%,2016,8.1,47.0,44.9,84.7,9.3,5.9,6.9,50.2,2.0,51.9,46.1,46.0,54.2,20.0
female,>65,inco 5th 20%,2018,7.4,44.7,47.9,82.0,9.8,8.2,8.2,48.9,2.9,56.0,41.1,54.5,55.6,23.0
